host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,host_duration,first_review_dur,last_review_dur,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,24,accessible,aid,air,allowed,bedroom,breakfast,building,buzzer,cable,carbon,card,cat,detector,dog,doorman,dryer,essentials,events,extinguisher,family,fireplace,free,friendly,gym,hair,hangers,heating,hot,in,internet,iron,kitchen,laptop,live,off,on,other,parking,pets,pool,premises,shampoo,smoke,smoking,street,tv,washer,wireless,amex,email,facebook,google,jumio,kba,linkedin,manual_offline,manual_online,phone,reviews,sent_id,weibo,price2
0.9,1.0,False,1,1,True,True,Jamaica Plain,42.32038118596349,-71.11270172682764,True,6,1.0,2.0,2.0,168.0,120.0,1,0.0,3,1125,9,29,50,285,47,94.0,9.0,10.0,10.0,10.0,9.0,9.0,False,False,False,1,2.57,913,547.0,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,5.123963979403259
1.0,0.93,False,2,2,True,True,Jamaica Plain,42.32327560623326,-71.1070588160843,True,5,2.0,3.0,4.0,205.0,50.0,1,0.0,2,1125,0,0,0,257,9,87.0,10.0,9.0,10.0,10.0,8.0,9.0,False,False,False,2,0.7,639,384.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,5.3230099791384085
1.0,0.56,False,3,3,True,True,Jamaica Plain,42.31362383219926,-71.09821200812918,True,2,2.5,1.0,1.0,65.0,15.0,1,0.0,1,1125,7,26,56,331,17,92.0,9.0,9.0,9.0,10.0,9.0,9.0,False,False,False,3,1.32,1846,384.0,251.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,4.174387269895637
0.8,1.0,False,1,1,True,True,Jamaica Plain,42.321577937137754,-71.1141153320651,True,2,1.0,1.0,1.0,75.0,18.0,1,0.0,1,1125,0,0,0,0,5,92.0,10.0,9.0,10.0,10.0,9.0,10.0,False,False,False,1,1.5,382,98.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4.31748811353631
0.9498908156711676,0.8417308927424536,False,1,1,True,True,Jamaica Plain,42.32267988827825,-71.11561971775167,True,4,1.0,2.0,4.0,117.0,15.0,1,0.0,1,1125,0,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,True,False,False,1,1.970908448214916,699,439.475079533404,86.51643690349947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,4.762173934797756
1.0,1.0,False,1,1,True,True,Jamaica Plain,42.320510860484134,-71.11215759278208,True,8,2.0,4.0,6.0,429.0,68.38014527845036,6,15.0,3,60,8,35,65,331,35,91.0,10.0,9.0,9.0,10.0,9.0,9.0,False,False,True,1,0.95,1719,1100.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,6.061456918928017
0.9,0.62,False,1,1,True,True,Jamaica Plain,42.30633268571335,-71.11902460456069,True,2,1.0,1.0,1.0,95.0,68.38014527845036,1,10.0,2,1125,21,51,81,356,53,95.0,9.0,9.0,10.0,9.0,10.0,9.0,False,False,False,1,1.32,1874,1204.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,4.553876891600541
0.8,0.9,False,2,2,True,True,Jamaica Plain,42.309920555941154,-71.11072691758285,True,2,1.0,1.0,1.0,69.0,20.0,1,0.0,1,7,0,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,2,1.970908448214916,758,439.475079533404,86.51643690349947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.23410650459726
0.9,0.69,False,1,1,True,True,Jamaica Plain,42.30757425614119,-71.13463036679991,True,2,1.221646597591711,1.0,1.0,85.0,68.38014527845036,1,0.0,1,1125,26,56,86,361,17,94.0,10.0,9.0,10.0,10.0,10.0,10.0,False,False,False,1,0.43,1397,1187.0,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.442651256490317
1.0,1.0,True,1,1,True,True,Jamaica Plain,42.30997682845222,-71.10962020956268,True,2,1.0,1.0,1.0,69.0,30.0,1,15.0,3,20,5,35,65,65,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.17,1452,330.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,4.23410650459726
1.0,0.77,False,4,4,True,False,Jamaica Plain,42.30907389692646,-71.11254191159419,True,2,1.0,1.0,1.0,165.0,68.38014527845036,1,0.0,2,1125,0,0,1,276,9,93.0,9.0,10.0,10.0,10.0,10.0,9.0,False,False,False,3,0.85,343,317.0,122.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5.10594547390058
1.0,1.0,False,1,1,True,False,Jamaica Plain,42.31357233912847,-71.11381932640091,True,4,1.0,2.0,2.0,150.0,50.0,4,50.0,5,120,1,14,44,71,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,False,False,False,1,1.67,526,34.0,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,3,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0106352940962555
0.9498908156711676,0.8417308927424536,False,1,1,True,True,Jamaica Plain,42.2964450759094,-71.11118779742438,True,7,1.0,4.0,4.0,267.0,90.0,6,0.0,1,1125,13,43,73,348,0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,True,False,False,1,1.970908448214916,1,439.475079533404,86.51643690349947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,5.58724865840025
1.0,1.0,False,1,1,True,True,Jamaica Plain,42.31169373635401,-71.10116460144604,True,2,1.0,1.0,1.0,87.0,25.0,1,25.0,2,10,29,59,74,74,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,False,False,False,1,0.41,610,433.0,131.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.465908118654584
1.0,1.0,False,2,2,True,True,Jamaica Plain,42.29985744012215,-71.11235604348677,True,2,1.0,1.0,1.0,62.0,68.38014527845036,1,0.0,2,1125,2,2,2,2,20,96.0,10.0,10.0,10.0,10.0,9.0,10.0,True,False,False,2,5.41,114,109.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.127134385045092
0.9498908156711676,0.8417308927424536,False,1,1,True,True,Jamaica Plain,42.31842255393602,-71.105505307545,True,2,1.0,1.0,1.0,110.0,40.0,2,10.0,2,1125,0,0,0,66,6,97.0,10.0,10.0,9.0,9.0,10.0,10.0,False,False,False,1,0.22,899,833.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4.700480365792417
1.0,1.0,False,1,1,True,True,Jamaica Plain,42.311852721337,-71.10926318625519,True,6,2.0,3.0,3.0,250.0,90.0,1,0.0,4,14,0,0,0,197,6,90.0,9.0,10.0,9.0,10.0,10.0,10.0,False,False,False,1,0.16,1295,1140.0,31.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,5.521460917862246
1.0,1.0,True,2,2,True,True,Jamaica Plain,42.317370192680336,-71.11485898821759,True,6,1.0,2.0,2.0,150.0,200.0,2,35.0,2,1125,0,0,10,185,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,False,False,False,2,0.54,1637,783.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,5.0106352940962555
1.0,0.33,False,1,1,True,True,Jamaica Plain,42.30704884694953,-71.1166241277204,True,7,2.0,3.0,4.0,300.0,140.0,2,50.0,2,1125,30,60,90,365,3,93.0,9.0,9.0,9.0,9.0,9.0,9.0,False,False,False,1,0.18,2058,506.0,387.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,5.703782474656201
1.0,1.0,False,1,1,True,False,Jamaica Plain,42.30906284664378,-71.11141973305921,True,2,1.0,0.0,1.0,119.0,35.0,1,0.0,1,1125,2,5,23,23,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,8.67,77,43.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4.77912349311153
1.0,1.0,True,2,2,True,True,Jamaica Plain,42.30883693983967,-71.11935092313678,True,2,1.0,0.0,1.0,175.0,25.0,2,0.0,2,1125,4,6,30,120,148,99.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,5.77,866,767.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,5.1647859739235145
1.0,1.0,True,1,1,True,True,Jamaica Plain,42.31923482819862,-71.10501593588094,True,6,2.0,2.0,2.0,195.0,95.0,3,25.0,4,1125,0,0,15,290,24,96.0,10.0,10.0,10.0,10.0,10.0,10.0,True,False,False,1,2.81,1730,254.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,5.272999558563747
1.0,1.0,False,1,1,True,True,Jamaica Plain,42.30606393566502,-71.11516053902132,True,4,1.0,2.0,2.0,145.0,80.0,1,0.0,2,1125,0,0,0,0,4,90.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,1.11,1387,106.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,4.976733742420574
1.0,0.58,False,1,1,True,True,Jamaica Plain,42.30398160452899,-71.11848461147696,True,4,1.0,2.0,2.0,200.0,50.0,1,0.0,2,1125,15,35,65,340,10,92.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,0.6,1817,502.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,5.298317366548036
1.0,0.83,False,1,1,True,True,Jamaica Plain,42.314827484606575,-71.11295481151114,True,1,1.0,1.0,1.0,90.0,68.38014527845036,1,0.0,1,1125,18,46,64,339,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,2.45,917,513.0,69.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.499809670330265
1.0,0.89,False,1,1,True,True,Jamaica Plain,42.3048433293264,-71.10627115826995,True,4,1.0,2.0,2.0,210.0,50.0,4,50.0,2,20,18,32,46,310,41,94.0,10.0,10.0,10.0,10.0,9.0,9.0,False,False,False,1,1.25,1442,982.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,5.3471075307174685
0.9,1.0,False,1,1,True,False,Jamaica Plain,42.31337132584918,-71.11089129130822,True,2,1.0,1.0,1.0,75.0,15.0,1,15.0,2,14,9,39,59,59,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.94,2484,122.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,4.31748811353631
1.0,0.67,False,1,1,True,True,Jamaica Plain,42.32357026201424,-71.10670813435179,True,2,1.0,1.0,1.0,46.0,10.0,1,0.0,1,1125,0,0,0,0,2,90.0,10.0,8.0,10.0,10.0,9.0,9.0,False,False,False,1,0.4,255,149.0,35.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3.828641396489095
0.96,0.78,False,1,1,True,True,Jamaica Plain,42.29559333963887,-71.11530145575897,True,2,1.0,1.0,1.0,75.0,68.38014527845036,1,0.0,2,1125,30,60,90,365,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.08,1145,332.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.31748811353631
1.0,0.78,False,8,8,True,True,Jamaica Plain,42.30433800980035,-71.10871729533055,True,6,1.0,3.0,3.0,500.0,100.0,6,0.0,1,1125,29,59,89,364,8,89.0,9.0,8.0,9.0,9.0,9.0,8.0,True,False,False,4,0.33,960,716.0,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,6.214608098422191
0.4,0.83,False,1,1,True,False,Jamaica Plain,42.30443377187232,-71.10967688765845,True,2,1.0,1.0,1.0,60.0,68.38014527845036,1,0.0,2,10,0,0,29,146,4,90.0,10.0,9.0,10.0,10.0,8.0,10.0,False,False,False,1,1.97,139,59.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,3,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0943445622221
1.0,1.0,False,3,3,True,True,Jamaica Plain,42.323095687396346,-71.10851426561025,True,5,1.0,1.0,2.0,130.0,45.0,1,0.0,2,1125,0,3,30,299,66,90.0,9.0,9.0,10.0,10.0,9.0,9.0,True,False,False,3,4.25,639,464.0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4.867534450455582
1.0,0.81,False,2,2,True,True,Jamaica Plain,42.311471674493305,-71.10529985856851,True,6,1.5,2.0,3.0,190.0,80.0,4,20.0,2,1125,5,25,46,198,39,88.0,9.0,9.0,10.0,10.0,9.0,9.0,False,False,False,1,1.53,840,765.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,5.247024072160486
